AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y,Class
11.76,0.0,2.94,5.15,3.68,5.15,1.47,5.15,11.76,9.56,0.74,0.74,3.68,5.88,12.5,7.35,6.62,4.41,0.0,1.47,0.509,-0.391,-0.835,-0.181,0.324,0.257,0.213,0.441,0.037,0.051,0.257,0.456,0.301,0.007,0.426,0.574,13.19,74.15,51.98,30.15,44.63,36.04,54.33,33.02,17.3,15.14,67.07,91.12,31.19,21.6,14.52,32.28,15.78,21.83,0.0,37.74,1.11,1.0,1.0,1.0,1.0,1.57,1.0,1.0,1.15,1.17,1.0,1.0,1.0,1.0,1.22,1.4,1.0,1.0,0.0,1.0,DNA
13.24,1.47,2.94,5.15,2.94,5.15,1.47,5.15,9.56,8.82,2.21,0.74,4.41,5.88,13.24,3.68,7.35,4.41,0.0,2.21,0.408,-0.416,-0.766,-0.123,0.256,0.243,0.206,0.463,0.044,0.051,0.243,0.5,0.294,0.037,0.434,0.566,13.19,93.57,51.98,30.15,44.63,36.04,54.33,33.02,17.3,15.14,67.07,91.12,31.19,21.6,14.52,27.04,15.78,21.83,0.0,37.74,1.11,1.0,1.0,1.0,1.0,1.57,1.0,1.0,1.15,1.17,1.0,1.0,1.0,1.0,1.22,1.33,1.0,1.0,0.0,1.0,DNA
13.24,0.74,2.94,5.15,2.94,5.15,1.47,5.15,9.56,8.82,2.21,0.74,4.41,5.88,13.24,4.41,7.35,4.41,0.0,2.21,0.419,-0.411,-0.785,-0.135,0.28,0.243,0.206,0.463,0.044,0.051,0.243,0.493,0.294,0.029,0.434,0.566,13.53,93.57,51.98,30.15,44.63,27.77,54.33,27.94,17.3,15.14,106.56,91.12,31.19,21.6,14.52,25.98,15.78,24.93,0.0,37.74,1.22,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.15,1.17,1.0,1.0,1.0,1.0,1.22,1.0,1.0,1.0,0.0,1.0,DNA
13.24,0.74,2.94,5.15,2.94,5.88,1.47,5.88,9.56,8.82,1.47,0.74,4.41,5.88,13.24,4.41,7.35,3.68,0.0,2.21,0.446,-0.433,-0.787,-0.155,0.287,0.243,0.206,0.463,0.044,0.051,0.243,0.485,0.294,0.022,0.434,0.566,14.39,54.77,51.22,29.61,53.25,27.94,54.16,32.5,25.79,14.88,105.59,56.69,31.33,21.23,14.43,25.81,15.52,21.85,0.0,37.41,1.24,1.0,1.0,1.0,1.0,1.29,1.0,1.0,1.0,1.31,1.0,1.0,1.0,1.0,1.22,1.0,1.0,1.0,0.0,1.0,DNA
12.59,1.48,2.96,5.19,2.22,5.19,1.48,5.19,8.15,9.63,1.48,1.48,4.44,5.93,13.33,4.44,8.15,4.44,0.0,2.22,0.442,-0.449,-0.754,-0.199,0.252,0.23,0.222,0.452,0.044,0.044,0.23,0.496,0.289,0.03,0.452,0.548,12.89,59.04,51.98,30.15,44.63,62.32,54.33,33.02,17.4,15.14,67.07,91.12,31.19,21.6,15.13,34.9,15.78,17.27,0.0,37.74,1.11,1.0,1.0,1.0,1.0,1.67,1.0,1.0,1.29,1.17,1.0,1.0,1.0,1.0,1.22,1.0,1.0,1.0,0.0,1.0,DNA
13.24,1.47,2.94,5.15,2.94,4.41,1.47,5.15,10.29,8.82,2.21,0.74,4.41,5.88,13.24,2.94,7.35,5.15,0.0,2.21,0.373,-0.391,-0.807,-0.102,0.256,0.25,0.199,0.463,0.044,0.051,0.25,0.507,0.301,0.037,0.426,0.574,16.24,118.65,33.9,33.4,79.55,50.01,32.76,26.74,28.9,11.96,277.56,28.33,26.63,31.63,18.86,63.0,63.21,19.76,89.02,59.02,1.36,1.0,1.0,1.11,1.0,1.0,1.0,1.25,1.11,1.1,1.0,1.0,1.0,1.27,1.0,1.18,1.33,1.0,1.0,1.0,DNA
9.06,0.65,4.53,6.15,2.59,2.59,5.5,5.18,6.15,12.62,0.65,4.85,5.5,7.12,7.77,3.56,3.88,7.44,1.62,2.59,0.099,-0.18,-0.536,-0.204,0.239,0.194,0.178,0.472,0.055,0.068,0.194,0.492,0.298,0.013,0.421,0.579,41.39,222.4,31.2,32.7,74.71,20.65,66.95,40.97,73.42,31.51,89.13,123.39,34.62,50.61,70.37,46.45,31.47,37.61,188.96,101.81,1.32,1.0,1.77,1.69,1.0,2.41,4.87,1.1,1.44,1.0,1.0,1.25,1.26,1.0,1.0,1.7,1.08,1.24,1.0,1.0,DNA
6.04,1.93,7.49,8.45,2.66,13.04,7.25,4.83,7.73,4.83,1.93,1.93,5.56,3.62,3.38,5.56,5.8,6.04,0.48,1.45,0.764,-0.641,-0.134,-0.339,0.143,0.184,0.184,0.454,0.056,0.046,0.184,0.401,0.258,0.039,0.534,0.466,24.75,49.26,42.09,19.35,28.21,23.78,163.76,49.97,37.36,16.36,114.0,37.19,25.55,39.42,28.54,31.51,32.44,32.72,98.98,69.5,1.32,1.0,1.0,1.23,1.12,1.24,1.0,1.25,1.22,1.16,1.33,1.35,1.17,1.0,1.29,1.32,1.18,1.21,1.0,1.0,DNA
8.38,3.24,5.95,7.03,4.32,6.76,1.62,4.32,4.86,10.0,1.62,4.59,6.22,3.51,5.68,6.76,5.95,5.14,1.62,2.43,0.206,-0.462,-0.119,-0.45,0.116,0.122,0.219,0.484,0.062,0.084,0.122,0.508,0.23,0.049,0.53,0.47,41.16,56.71,43.91,32.92,50.09,30.66,71.41,40.54,52.23,22.22,69.76,69.9,32.56,31.73,38.76,27.98,31.03,35.81,230.18,59.37,1.1,1.0,1.1,1.07,1.5,1.79,1.0,1.18,1.44,1.17,1.0,1.13,1.5,1.0,1.17,1.59,1.19,1.0,1.0,1.0,DNA
4.55,3.9,4.33,5.84,3.46,7.14,1.73,4.76,5.84,9.96,3.03,3.25,9.52,4.33,5.19,9.52,6.71,4.11,0.22,2.6,0.172,-0.526,-0.097,-0.404,0.164,0.128,0.271,0.468,0.095,0.063,0.128,0.502,0.255,0.069,0.53,0.47,25.21,39.45,16.74,21.41,43.4,14.14,0.0,15.37,15.42,11.84,40.1,60.49,70.32,28.75,27.75,17.78,14.99,14.96,74.06,40.1,1.67,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.33,1.22,1.0,1.0,1.0,1.5,1.67,1.0,1.0,1.0,1.0,1.0,DNA
7.69,1.28,6.41,5.13,1.28,7.69,0.0,7.69,7.69,11.54,2.56,2.56,1.28,5.13,3.85,7.69,8.97,7.69,1.28,2.56,0.07,-0.836,-0.5,-0.632,0.147,0.115,0.256,0.487,0.013,0.051,0.115,0.513,0.154,0.038,0.513,0.487,15.21,56.8,110.35,14.23,43.9,51.95,79.35,33.87,30.72,13.8,93.5,34.29,44.98,41.21,40.65,32.37,48.19,48.76,118.32,87.35,1.45,1.5,3.0,1.4,1.0,1.0,1.0,1.0,1.2,1.12,1.0,1.0,1.0,2.0,1.25,1.71,1.0,1.25,1.0,1.0,DNA
12.5,2.27,5.11,11.36,1.7,2.84,1.14,6.25,5.68,9.09,1.7,5.11,2.27,10.23,4.55,9.66,2.84,4.55,0.57,0.57,0.622,-0.486,-0.295,-0.739,0.243,0.114,0.256,0.415,0.023,0.028,0.114,0.438,0.188,0.04,0.472,0.528,25.3,68.31,34.53,22.09,40.19,42.88,76.97,25.59,17.73,25.88,81.93,36.94,61.91,32.13,48.88,22.77,43.61,33.95,100.64,50.8,1.12,1.22,1.12,1.12,1.0,1.19,1.13,1.1,1.23,1.04,1.0,1.06,1.0,1.23,1.17,1.24,1.06,1.26,1.0,1.29,DNA
7.55,2.77,4.93,7.4,3.7,4.78,2.31,6.32,9.24,8.32,3.39,4.93,2.62,5.39,3.7,7.55,4.93,5.86,1.08,3.24,0.248,-0.391,-0.295,-0.416,0.053,0.153,0.239,0.436,0.026,0.08,0.153,0.465,0.228,0.062,0.459,0.541,13.62,0.0,28.17,16.29,48.78,17.53,54.68,12.9,27.82,14.74,40.65,21.8,0.0,30.91,12.11,17.45,17.44,26.27,0.0,0.0,1.2,0.0,1.0,1.0,1.0,1.33,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.67,1.0,1.0,1.0,1.33,0.0,0.0,DNA
12.82,0.0,3.85,8.97,1.28,7.69,1.28,8.97,2.56,8.97,2.56,6.41,0.0,3.85,10.26,7.69,5.13,7.69,0.0,0.0,0.498,-0.773,-0.588,-0.612,0.153,0.141,0.167,0.5,0.0,0.013,0.141,0.474,0.205,0.026,0.513,0.487,18.69,162.57,84.26,37.87,73.84,23.45,100.53,31.53,38.05,25.85,55.26,65.71,39.16,28.32,59.89,32.16,38.58,25.16,281.99,105.18,1.86,1.0,1.52,1.52,1.0,1.28,1.0,1.19,1.12,1.14,1.0,1.0,1.32,1.41,1.0,1.17,1.07,1.14,1.0,1.18,DNA
12.52,0.54,4.11,7.51,2.86,7.69,1.25,5.55,5.72,7.69,3.58,2.33,6.8,6.98,3.4,6.26,5.19,7.51,0.54,1.97,0.104,-0.76,-0.268,-0.505,0.298,0.104,0.209,0.547,0.068,0.054,0.104,0.528,0.195,0.041,0.53,0.47,38.05,198.4,34.44,24.34,38.82,37.19,88.74,39.24,26.08,24.3,103.65,29.79,40.1,39.12,42.26,30.99,29.1,23.73,53.46,66.56,1.17,1.0,1.06,1.14,1.14,1.13,1.0,1.0,1.04,1.05,1.0,1.0,1.21,1.06,1.08,1.21,1.12,1.23,1.12,1.0,DNA
5.74,2.13,5.25,7.21,4.75,4.92,1.8,4.92,7.54,6.89,1.48,5.74,4.75,5.08,4.1,7.7,5.57,8.52,2.79,3.11,0.188,-0.294,-0.233,-0.43,0.039,0.134,0.236,0.448,0.048,0.107,0.134,0.475,0.239,0.036,0.503,0.497,15.2,89.91,56.57,20.85,37.85,28.18,48.95,20.65,40.74,23.07,53.54,44.47,39.43,64.2,24.5,40.76,38.61,20.37,81.55,38.42,1.16,1.0,1.0,1.29,1.0,1.17,1.0,1.1,1.0,1.32,1.12,1.14,1.0,1.2,1.16,1.12,1.5,1.08,1.0,1.0,DNA
10.85,1.17,4.4,8.21,3.23,6.74,2.35,6.16,4.4,7.33,4.69,4.11,4.69,2.93,7.33,4.99,4.69,7.04,1.17,3.52,0.128,-0.48,-0.304,-0.329,0.102,0.141,0.173,0.519,0.047,0.079,0.141,0.51,0.229,0.059,0.487,0.513,36.53,294.14,27.16,22.56,41.32,40.33,95.1,32.61,22.18,19.66,88.55,33.21,52.66,40.23,39.22,28.32,39.42,42.47,133.3,62.59,1.14,1.22,1.24,1.48,1.09,1.04,1.0,1.29,1.4,1.37,1.1,1.16,1.2,1.09,1.2,1.14,1.16,1.17,1.0,1.05,DNA
5.14,0.8,7.26,9.57,4.16,4.52,1.95,5.58,10.54,10.98,1.77,5.4,3.63,4.07,5.4,6.11,4.34,4.16,1.15,3.45,0.373,-0.142,-0.403,-0.475,0.114,0.179,0.188,0.411,0.036,0.088,0.179,0.417,0.269,0.026,0.414,0.586,39.19,21.04,72.14,91.98,27.15,35.67,68.6,13.13,29.15,45.59,44.38,14.81,43.34,25.62,36.18,24.83,15.16,25.67,92.03,42.7,1.0,1.0,1.0,1.0,1.0,1.29,1.0,1.4,1.0,1.8,1.0,1.17,1.0,1.33,1.0,1.4,1.27,1.0,1.0,1.0,DNA
3.76,6.77,0.75,1.5,3.76,5.26,2.26,11.28,3.76,7.52,2.26,9.02,4.51,4.51,4.51,7.52,11.28,6.02,0.75,3.01,-0.154,-0.639,-0.198,-0.377,-0.173,0.105,0.331,0.451,0.045,0.075,0.105,0.579,0.241,0.09,0.549,0.451,19.76,61.34,50.18,35.63,30.19,30.46,65.52,13.19,19.28,19.95,49.96,32.12,43.35,50.74,22.29,24.38,36.86,24.01,0.0,32.66,1.21,1.0,1.5,1.0,1.0,1.0,1.0,1.19,1.0,1.13,1.0,1.18,1.0,1.0,1.0,1.29,1.25,1.15,0.0,1.0,DNA
9.6,1.52,4.04,4.04,4.55,4.04,2.02,10.61,8.08,7.58,2.53,5.56,4.55,3.03,6.06,7.07,4.04,6.57,0.0,4.55,-0.086,-0.409,-0.388,-0.3,0.129,0.162,0.202,0.5,0.045,0.091,0.162,0.515,0.263,0.04,0.47,0.53,49.74,84.62,87.14,14.18,29.99,36.65,50.23,14.9,23.15,13.85,64.96,20.74,49.48,30.58,27.13,21.21,35.49,33.58,107.44,47.31,1.0,1.0,1.67,1.18,1.0,1.0,1.5,1.0,1.29,1.0,1.0,1.29,1.0,1.0,1.25,1.2,1.0,1.0,1.0,1.0,DNA
3.17,1.59,2.38,8.73,3.97,2.38,3.17,9.52,11.11,7.94,3.17,11.11,2.38,3.97,6.35,7.94,4.76,3.97,0.79,1.59,0.441,-0.048,-0.501,-0.333,-0.059,0.206,0.198,0.373,0.024,0.063,0.206,0.413,0.341,0.048,0.397,0.603,22.01,99.45,58.65,48.13,62.75,57.62,48.71,39.4,52.53,31.67,58.82,34.33,52.37,24.32,43.43,19.72,31.74,34.72,220.96,83.03,2.85,1.0,1.0,1.41,1.0,1.43,1.0,1.1,1.19,1.15,1.0,1.0,1.0,1.07,1.18,1.33,1.17,1.0,1.0,1.0,DNA
9.53,1.16,3.95,6.74,2.33,8.6,3.26,4.88,4.88,6.28,3.26,5.35,3.72,6.98,5.12,11.16,5.35,4.42,0.47,2.56,0.63,-0.569,-0.191,-0.476,0.144,0.133,0.272,0.435,0.037,0.053,0.133,0.414,0.223,0.044,0.533,0.467,41.32,64.61,22.34,21.7,20.19,26.25,90.58,20.76,16.04,24.27,88.15,48.18,55.62,72.49,40.12,36.44,107.27,31.17,113.68,34.14,1.0,1.0,1.0,1.41,1.0,1.0,1.0,1.08,1.52,1.19,1.25,1.35,1.0,1.25,1.0,1.0,1.0,1.22,1.0,1.25,DNA
4.11,2.05,6.85,9.93,7.19,5.48,1.03,8.22,10.62,7.19,2.74,5.82,2.4,2.74,4.45,4.79,1.71,6.16,1.03,5.48,0.107,-0.102,-0.298,-0.453,-0.059,0.161,0.168,0.445,0.024,0.137,0.161,0.428,0.243,0.048,0.394,0.606,41.57,74.23,47.56,25.97,30.24,38.64,42.73,94.27,39.93,25.94,91.15,54.79,15.92,26.78,34.36,26.31,76.61,41.98,221.15,56.59,1.13,1.0,1.21,1.21,1.0,1.06,1.0,1.0,1.0,1.11,1.13,1.0,1.51,1.23,1.14,1.39,1.13,1.09,1.0,1.24,DNA
5.88,2.16,5.69,7.45,4.9,6.08,3.33,1.57,4.12,7.45,2.94,2.16,13.92,6.86,5.49,7.06,2.94,4.31,0.78,4.9,0.189,-0.14,0.068,-0.271,0.273,0.129,0.239,0.478,0.139,0.106,0.129,0.469,0.29,0.051,0.502,0.498,35.62,69.63,31.06,26.04,26.89,39.25,49.17,42.18,36.45,29.98,49.68,48.99,15.39,25.69,38.45,22.75,47.68,41.16,195.26,37.96,1.09,1.18,1.15,1.16,1.0,1.09,1.12,1.0,1.09,1.15,1.0,1.0,1.26,1.07,1.21,1.15,1.0,1.1,1.0,1.24,DNA
4.61,2.31,5.66,7.76,5.24,4.82,3.35,2.73,4.61,5.66,3.98,3.98,11.32,6.29,6.08,8.18,3.14,4.19,0.84,5.24,0.3,-0.017,0.037,-0.27,0.148,0.14,0.252,0.434,0.113,0.113,0.14,0.44,0.294,0.063,0.482,0.518,25.58,206.03,51.52,33.33,83.61,47.49,106.12,46.42,48.93,23.38,90.5,31.59,37.53,21.79,40.45,23.83,38.87,27.56,147.59,62.27,1.15,1.0,1.0,1.38,1.13,1.0,1.36,1.14,1.05,1.21,1.1,1.1,1.55,4.09,1.06,1.13,1.06,1.09,1.0,1.21,DNA
6.95,0.79,4.19,7.6,1.97,4.06,2.88,3.8,5.77,10.09,2.62,5.5,7.6,9.83,4.59,7.86,4.59,5.9,0.92,2.49,0.317,-0.307,-0.301,-0.465,0.246,0.132,0.256,0.439,0.076,0.054,0.132,0.452,0.263,0.034,0.474,0.526,27.01,54.31,34.97,35.25,34.94,24.12,92.51,40.18,74.51,23.17,61.43,47.63,43.71,34.86,34.55,20.44,33.36,35.37,96.37,38.46,1.07,1.0,1.42,1.12,1.21,1.23,1.0,1.38,1.58,1.11,1.0,1.0,1.5,1.17,1.0,1.14,1.0,1.18,1.0,1.0,DNA
6.0,2.6,4.8,6.6,3.8,7.0,2.0,4.2,6.2,7.2,2.8,4.2,6.4,4.6,5.0,8.6,6.6,6.8,1.2,3.4,0.274,-0.461,-0.17,-0.418,0.086,0.132,0.258,0.454,0.064,0.084,0.132,0.476,0.238,0.054,0.53,0.47,27.43,185.92,30.65,29.95,82.16,37.93,144.89,43.4,15.69,24.27,95.47,43.15,44.96,46.04,34.85,18.23,38.84,38.54,328.07,56.89,1.28,1.0,1.14,1.22,1.15,1.13,1.0,1.18,1.34,1.17,1.07,1.05,1.2,1.1,1.0,1.32,1.11,1.04,1.0,1.07,DNA
6.79,0.78,6.36,7.93,2.35,5.31,1.83,4.79,13.85,7.32,2.44,3.75,4.27,3.66,4.27,11.5,4.97,4.53,0.7,2.61,0.681,-0.348,-0.354,-0.427,0.204,0.199,0.235,0.385,0.043,0.057,0.199,0.389,0.28,0.032,0.483,0.517,32.7,73.98,35.69,25.4,28.61,56.34,65.71,35.85,26.91,26.75,54.46,40.33,45.86,49.6,51.79,29.28,49.6,36.25,115.44,48.3,1.26,1.0,1.33,1.28,1.06,1.33,1.0,1.07,1.38,1.45,1.0,1.12,1.38,1.07,1.0,1.09,1.13,1.12,1.17,1.0,DNA
5.37,2.12,6.78,8.05,5.08,5.08,2.68,4.24,8.9,10.03,3.25,4.8,4.52,4.1,3.81,6.64,4.38,4.8,1.69,3.67,0.201,-0.194,-0.196,-0.377,0.066,0.154,0.209,0.441,0.045,0.105,0.154,0.455,0.247,0.054,0.445,0.555,37.92,199.21,34.03,49.51,74.78,29.31,56.79,40.7,61.0,32.3,84.65,52.72,19.83,29.73,34.3,20.73,29.42,28.28,188.29,47.05,1.54,1.0,1.11,1.0,1.0,1.23,1.0,1.11,1.0,1.18,1.0,1.0,1.21,1.42,1.0,1.27,1.38,1.14,1.0,1.47,DNA
6.65,0.77,4.86,3.84,2.05,8.95,2.3,4.86,3.58,5.63,1.53,3.07,9.97,4.86,6.65,11.51,6.65,7.42,0.51,4.35,0.345,-0.59,-0.153,-0.414,0.252,0.125,0.281,0.476,0.1,0.069,0.125,0.46,0.256,0.023,0.598,0.402,25.18,100.81,22.88,33.56,32.41,35.36,80.34,20.5,12.97,25.78,58.03,36.1,51.2,94.0,60.4,17.59,37.75,20.91,69.32,41.85,1.0,1.0,1.09,1.1,1.0,1.0,1.0,1.08,1.28,1.09,1.22,1.0,1.25,1.0,1.18,1.17,1.0,1.0,1.0,1.42,DNA
5.25,0.98,7.54,6.56,3.93,3.93,1.97,8.52,11.8,7.54,2.95,5.57,2.62,1.31,3.61,7.87,3.61,6.23,1.97,6.23,0.106,-0.147,-0.317,-0.354,0.017,0.174,0.2,0.43,0.026,0.121,0.174,0.436,0.256,0.039,0.436,0.564,34.01,150.02,27.71,32.77,89.16,32.24,60.67,57.42,47.89,14.52,74.61,78.15,37.64,49.34,51.61,15.74,56.57,23.67,279.72,140.73,1.06,1.0,1.06,1.12,1.0,1.14,1.0,1.12,1.0,1.27,1.0,1.13,1.34,1.26,1.0,1.4,1.0,1.12,1.0,1.0,DNA
6.24,0.95,6.81,6.05,3.21,5.48,2.46,3.21,5.1,11.15,2.27,2.84,10.02,4.35,3.59,13.23,4.73,6.24,0.57,1.51,0.219,-0.519,-0.042,-0.512,0.364,0.112,0.248,0.484,0.1,0.053,0.112,0.486,0.24,0.032,0.565,0.435,24.26,59.97,33.36,41.19,55.25,33.66,94.26,54.41,48.87,27.03,68.03,44.15,50.04,40.22,39.7,27.52,135.6,34.19,262.27,68.2,1.38,1.0,1.3,1.22,1.11,2.69,1.0,1.27,1.0,1.22,1.14,1.36,1.58,1.28,1.11,1.23,1.0,1.08,1.0,1.0,DNA
8.27,3.74,5.31,5.31,3.54,10.04,2.17,4.33,4.33,8.86,2.76,4.33,4.72,5.71,7.28,10.24,1.57,4.72,0.39,2.36,0.478,-0.547,-0.102,-0.397,0.119,0.138,0.236,0.476,0.047,0.063,0.138,0.429,0.228,0.065,0.53,0.47,26.06,39.02,32.84,38.74,50.15,16.54,101.02,33.13,61.29,26.17,130.53,51.56,28.7,47.84,30.0,27.02,35.12,27.56,78.62,108.85,1.34,1.0,1.0,1.3,1.12,1.04,1.22,1.0,1.13,1.36,1.0,1.13,1.05,1.0,1.38,1.13,1.19,1.24,1.0,1.4,DNA
7.8,4.23,4.01,6.01,3.79,10.24,2.0,4.45,3.34,7.35,1.56,3.34,9.35,3.56,7.13,6.9,4.68,7.35,1.78,1.11,0.208,-0.645,-0.07,-0.324,0.138,0.125,0.205,0.537,0.094,0.067,0.125,0.523,0.252,0.058,0.579,0.421,11.91,95.17,36.51,37.68,712.69,19.19,42.32,54.44,49.59,15.78,476.3,113.31,21.07,17.93,31.83,29.91,19.88,21.2,746.12,696.83,1.16,1.0,1.07,1.12,1.14,1.74,1.04,1.0,1.05,1.34,1.0,1.15,1.18,1.11,1.19,1.06,1.0,1.38,1.0,1.0,DNA
13.04,1.89,4.3,3.57,1.02,8.81,3.42,3.2,2.77,12.53,0.87,1.97,7.36,9.25,5.24,4.88,5.68,9.54,0.36,0.29,0.102,-0.929,-0.339,-0.431,0.385,0.114,0.22,0.567,0.074,0.017,0.114,0.555,0.208,0.028,0.575,0.425,23.35,70.21,26.5,26.24,41.25,27.83,117.94,38.74,24.14,14.04,54.88,86.8,57.88,58.21,30.8,24.81,40.05,26.42,99.7,73.17,1.0,1.0,1.0,1.19,1.0,1.07,1.0,1.19,1.17,1.21,1.25,1.25,1.0,1.29,1.33,1.23,1.16,1.12,1.0,1.18,DNA
6.27,1.57,5.88,8.24,5.1,5.88,2.16,4.12,6.86,10.98,3.14,3.14,3.92,4.12,7.06,6.86,4.9,6.27,1.37,2.16,0.19,-0.334,-0.366,-0.384,0.12,0.161,0.196,0.471,0.039,0.086,0.161,0.476,0.231,0.047,0.447,0.553,34.78,112.44,29.42,41.6,30.95,26.31,55.36,33.51,42.0,14.03,52.75,93.69,27.2,24.93,32.01,52.88,23.73,35.24,85.15,23.56,1.09,1.0,1.11,1.0,1.0,1.1,1.0,1.12,1.2,1.13,1.0,1.0,1.24,1.11,1.35,1.0,1.11,1.0,1.0,1.14,DNA
7.61,1.04,6.23,5.54,4.84,6.92,2.42,5.54,3.46,10.73,2.77,1.73,5.88,6.23,7.96,4.15,6.57,4.15,1.38,4.84,-0.028,-0.323,-0.35,-0.328,0.163,0.138,0.228,0.498,0.059,0.111,0.138,0.505,0.215,0.038,0.443,0.557,19.37,0.0,34.67,18.17,33.02,16.46,41.16,47.53,65.31,32.71,45.41,55.91,43.27,39.18,22.69,21.72,41.38,24.01,68.25,22.74,1.5,0.0,1.33,1.46,1.0,1.13,1.0,1.0,1.75,1.33,1.0,1.0,1.0,1.0,1.55,2.5,1.0,1.0,1.0,1.0,DNA
12.21,0.0,4.58,9.92,3.05,11.45,2.29,1.53,6.11,4.58,3.05,2.29,2.29,3.05,8.4,12.21,2.29,4.58,1.53,4.58,0.868,-0.475,-0.201,-0.387,0.134,0.168,0.221,0.443,0.023,0.092,0.168,0.351,0.214,0.031,0.519,0.481,12.56,82.73,80.01,26.15,43.36,15.99,50.85,77.34,44.3,14.84,190.31,60.3,19.82,160.19,12.83,49.21,41.8,34.36,77.15,32.92,1.08,1.0,1.4,1.25,1.0,1.1,1.0,1.0,1.0,1.32,1.0,1.0,1.11,1.0,1.0,1.25,1.0,1.15,1.0,1.0,DNA
11.42,1.83,2.28,7.31,4.11,9.59,3.65,0.91,2.74,14.16,1.37,1.37,8.22,1.37,10.96,3.65,4.57,5.94,1.37,3.2,-0.002,-0.51,-0.345,-0.125,0.226,0.174,0.146,0.571,0.082,0.087,0.174,0.539,0.269,0.032,0.489,0.511,26.85,63.43,36.48,26.95,32.12,35.11,84.95,91.94,31.85,41.45,94.92,41.04,34.24,41.09,45.77,30.88,38.59,48.8,161.23,58.48,1.21,1.0,1.18,1.2,1.1,1.87,1.0,1.11,1.08,1.4,1.0,1.07,1.31,1.21,1.26,1.18,1.0,1.11,1.0,1.08,DNA
6.01,3.32,5.63,6.39,5.12,6.78,2.43,2.43,6.39,11.0,1.92,3.84,6.65,4.99,4.86,8.57,4.73,4.6,1.28,3.07,0.227,-0.351,-0.094,-0.385,0.129,0.137,0.247,0.458,0.066,0.095,0.137,0.471,0.242,0.052,0.501,0.499,35.61,263.01,69.73,48.01,51.53,55.13,101.5,30.34,49.84,19.7,109.93,42.24,18.77,38.28,70.86,13.9,28.94,28.65,264.34,204.7,1.1,1.0,1.0,1.18,1.12,1.12,1.0,1.17,1.25,1.21,1.0,1.1,1.23,1.0,1.0,1.5,1.14,1.0,1.0,1.75,DNA
4.87,0.46,4.18,5.1,3.71,3.94,1.16,5.34,7.42,10.9,1.62,4.87,12.06,3.94,2.09,13.92,6.73,4.87,0.93,1.86,0.003,-0.465,-0.087,-0.496,0.354,0.107,0.269,0.483,0.121,0.065,0.107,0.515,0.276,0.021,0.559,0.441,38.12,80.89,44.32,46.63,54.07,24.64,68.34,33.21,39.3,19.72,61.97,39.67,49.76,53.38,46.99,27.81,39.56,29.66,225.8,109.5,1.14,1.0,1.1,1.07,1.47,1.0,1.0,1.0,1.0,1.25,1.0,1.0,1.11,1.0,1.0,1.44,1.08,1.0,1.0,1.0,DNA
6.28,2.81,4.55,6.06,3.68,6.93,3.25,4.33,5.63,10.39,3.68,3.9,7.58,3.03,5.41,9.74,5.19,5.19,0.43,1.95,0.191,-0.505,-0.125,-0.33,0.167,0.143,0.227,0.485,0.076,0.061,0.143,0.496,0.258,0.065,0.522,0.478,42.0,93.17,38.29,26.71,36.46,43.24,130.39,20.07,27.08,21.95,167.96,37.21,40.86,48.18,38.22,22.16,48.87,38.56,299.88,60.99,1.29,1.0,1.21,1.17,1.12,1.0,1.0,1.06,1.1,1.22,1.0,1.16,1.09,1.23,1.09,1.39,1.17,1.0,1.0,1.0,DNA
5.19,2.16,6.28,6.39,5.52,3.35,2.27,6.93,6.71,9.63,1.52,5.3,5.09,4.65,4.87,10.5,5.19,4.98,0.43,3.03,0.195,-0.277,-0.207,-0.498,0.137,0.139,0.255,0.426,0.051,0.09,0.139,0.466,0.242,0.037,0.481,0.519,28.04,105.78,24.94,29.22,32.35,32.6,64.73,32.05,27.14,22.55,49.62,21.02,66.15,47.25,28.11,21.13,33.61,43.61,83.18,67.09,1.08,1.0,1.12,1.32,1.0,1.09,1.15,1.08,1.11,1.2,1.0,1.21,1.0,1.08,1.17,1.34,1.0,1.27,1.0,1.0,DNA
