ID,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN
Seq_463,0.489,0.278,0.233,0.428,0.272,0.244
Seq_464,0.454,0.245,0.301,0.461,0.255,0.255
Seq_465,0.44,0.245,0.314,0.358,0.27,0.34
Seq_466,0.524,0.252,0.223,0.456,0.243,0.272
Seq_467,0.635,0.18,0.185,0.397,0.312,0.153
Seq_468,0.512,0.246,0.242,0.426,0.375,0.211
Seq_469,0.551,0.231,0.218,0.372,0.417,0.218
Seq_470,0.477,0.238,0.285,0.437,0.285,0.225
Seq_471,0.5,0.289,0.211,0.408,0.345,0.239
Seq_472,0.448,0.295,0.257,0.457,0.276,0.257
Seq_473,0.466,0.281,0.253,0.444,0.315,0.174
Seq_474,0.497,0.242,0.261,0.446,0.298,0.236
Seq_475,0.736,0.075,0.189,0.415,0.33,0.16
Seq_476,0.415,0.271,0.314,0.367,0.31,0.279
Seq_477,0.411,0.254,0.335,0.446,0.321,0.299
Seq_478,0.466,0.27,0.264,0.375,0.389,0.23
Seq_479,0.558,0.267,0.174,0.372,0.314,0.256
Seq_480,0.444,0.28,0.276,0.437,0.31,0.215
Seq_481,0.414,0.316,0.27,0.445,0.3,0.224
Seq_482,0.422,0.308,0.27,0.441,0.304,0.228
Seq_483,0.508,0.246,0.246,0.441,0.263,0.203
Seq_484,0.556,0.254,0.19,0.421,0.294,0.167
Seq_485,0.568,0.242,0.189,0.394,0.303,0.258
Seq_486,0.449,0.309,0.243,0.416,0.325,0.239
Seq_487,0.444,0.268,0.288,0.373,0.333,0.255
Seq_488,0.498,0.249,0.253,0.416,0.326,0.204
Seq_489,0.596,0.218,0.186,0.417,0.333,0.154
Seq_490,0.5,0.194,0.306,0.378,0.321,0.173
Seq_491,0.585,0.271,0.144,0.5,0.254,0.11
Seq_492,0.553,0.214,0.233,0.408,0.33,0.184
Seq_493,0.537,0.179,0.284,0.305,0.368,0.232
Seq_494,0.402,0.25,0.348,0.359,0.283,0.272
Seq_495,0.424,0.318,0.258,0.41,0.406,0.198
Seq_496,0.568,0.195,0.237,0.486,0.249,0.23
Seq_497,0.515,0.254,0.231,0.385,0.308,0.262
Seq_498,0.446,0.278,0.276,0.387,0.339,0.273
Seq_499,0.346,0.331,0.323,0.462,0.285,0.269
Seq_500,0.441,0.18,0.379,0.333,0.418,0.229
Seq_501,0.395,0.232,0.372,0.404,0.288,0.31
Seq_502,0.438,0.283,0.279,0.446,0.275,0.256
Seq_503,0.466,0.291,0.243,0.459,0.23,0.297
Seq_504,0.544,0.237,0.219,0.465,0.193,0.228
Seq_505,0.497,0.255,0.248,0.415,0.372,0.205
Seq_506,0.426,0.145,0.429,0.353,0.402,0.313
Seq_507,0.388,0.169,0.443,0.307,0.433,0.419
Seq_508,0.491,0.229,0.28,0.488,0.246,0.249
Seq_509,0.421,0.23,0.349,0.414,0.138,0.342
Seq_510,0.472,0.288,0.24,0.404,0.308,0.28
Seq_511,0.461,0.307,0.232,0.386,0.353,0.245
Seq_512,0.457,0.222,0.321,0.386,0.338,0.266
Seq_513,0.429,0.283,0.288,0.384,0.343,0.293
Seq_514,0.432,0.289,0.279,0.422,0.305,0.269
Seq_515,0.444,0.296,0.261,0.324,0.359,0.345
Seq_516,0.482,0.278,0.239,0.412,0.353,0.196
Seq_517,0.473,0.28,0.246,0.39,0.375,0.216
Seq_518,0.477,0.277,0.246,0.386,0.375,0.212
Seq_519,0.464,0.246,0.29,0.449,0.297,0.217
Seq_520,0.469,0.236,0.295,0.429,0.276,0.244
Seq_521,0.446,0.307,0.247,0.44,0.32,0.234
Seq_522,0.444,0.307,0.249,0.44,0.323,0.232
Seq_523,0.522,0.163,0.315,0.467,0.25,0.239
Seq_524,0.461,0.223,0.316,0.376,0.397,0.305
Seq_525,0.458,0.254,0.288,0.339,0.305,0.305
Seq_526,0.491,0.281,0.228,0.386,0.316,0.246
Seq_527,0.461,0.288,0.251,0.465,0.305,0.226
Seq_528,0.526,0.228,0.246,0.316,0.246,0.333
Seq_529,0.473,0.284,0.244,0.388,0.313,0.284
Seq_530,0.471,0.264,0.264,0.457,0.274,0.269
Seq_531,0.477,0.277,0.246,0.383,0.375,0.216
Seq_532,0.482,0.26,0.258,0.423,0.317,0.304
Seq_533,0.447,0.238,0.315,0.421,0.308,0.227
Seq_534,0.556,0.274,0.171,0.513,0.393,0.12
Seq_535,0.41,0.323,0.267,0.472,0.313,0.222
Seq_536,0.533,0.206,0.262,0.355,0.374,0.215
Seq_537,0.398,0.251,0.351,0.423,0.326,0.215
Seq_538,0.431,0.239,0.33,0.446,0.318,0.254
Seq_539,0.404,0.302,0.295,0.404,0.302,0.279
Seq_540,0.513,0.203,0.283,0.428,0.278,0.246
Seq_541,0.425,0.231,0.345,0.398,0.326,0.298
Seq_542,0.453,0.262,0.284,0.356,0.396,0.271
Seq_543,0.443,0.258,0.3,0.385,0.326,0.275
Seq_544,0.605,0.242,0.153,0.435,0.355,0.113
Seq_545,0.39,0.326,0.284,0.404,0.358,0.22
Seq_546,0.536,0.24,0.224,0.448,0.32,0.206
Seq_547,0.463,0.299,0.239,0.403,0.284,0.194
Seq_548,0.426,0.261,0.313,0.361,0.313,0.302
Seq_549,0.4,0.318,0.282,0.419,0.34,0.259
Seq_550,0.446,0.285,0.269,0.399,0.346,0.247
Seq_551,0.463,0.328,0.209,0.418,0.254,0.209
Seq_552,0.414,0.344,0.242,0.414,0.312,0.229
Seq_553,0.478,0.275,0.246,0.377,0.275,0.217
Seq_554,0.511,0.251,0.238,0.475,0.281,0.2
Seq_555,0.421,0.302,0.277,0.405,0.349,0.244
Seq_556,0.549,0.248,0.204,0.451,0.274,0.177
Seq_557,0.45,0.266,0.284,0.358,0.39,0.272
Seq_558,0.323,0.381,0.296,0.423,0.275,0.392
Seq_559,0.314,0.227,0.459,0.433,0.289,0.249
Seq_560,0.482,0.287,0.231,0.431,0.34,0.195
Seq_561,0.404,0.222,0.374,0.329,0.406,0.296
Seq_562,0.459,0.222,0.319,0.528,0.283,0.238
Seq_563,0.43,0.267,0.302,0.302,0.384,0.337
Seq_564,0.378,0.309,0.314,0.404,0.287,0.399
Seq_565,0.508,0.25,0.242,0.461,0.289,0.164
Seq_566,0.395,0.267,0.337,0.395,0.302,0.256
Seq_567,0.469,0.309,0.222,0.42,0.42,0.173
Seq_568,0.494,0.232,0.274,0.421,0.347,0.213
Seq_569,0.398,0.282,0.32,0.42,0.276,0.34
Seq_570,0.531,0.225,0.244,0.318,0.433,0.222
Seq_571,0.518,0.255,0.227,0.418,0.3,0.209
Seq_572,0.541,0.234,0.225,0.476,0.393,0.163
Seq_573,0.438,0.292,0.27,0.416,0.315,0.225
Seq_574,0.468,0.255,0.277,0.385,0.354,0.232
Seq_575,0.51,0.231,0.259,0.357,0.374,0.276
Seq_576,0.505,0.243,0.252,0.432,0.359,0.209
Seq_577,0.46,0.32,0.22,0.47,0.29,0.16
Seq_578,0.389,0.315,0.296,0.438,0.295,0.272
Seq_579,0.521,0.214,0.265,0.442,0.34,0.196
Seq_580,0.472,0.294,0.234,0.4,0.339,0.226
Seq_581,0.538,0.236,0.226,0.434,0.302,0.229
Seq_582,0.489,0.267,0.244,0.458,0.317,0.196
Seq_583,0.466,0.207,0.327,0.397,0.327,0.299
Seq_584,0.505,0.258,0.237,0.412,0.376,0.186
Seq_585,0.543,0.255,0.202,0.426,0.372,0.181
Seq_586,0.36,0.334,0.305,0.405,0.315,0.3
Seq_587,0.388,0.321,0.292,0.429,0.299,0.286
Seq_588,0.622,0.194,0.183,0.356,0.372,0.2
Seq_589,0.392,0.221,0.387,0.391,0.336,0.31
Seq_590,0.497,0.291,0.211,0.407,0.281,0.256
Seq_591,0.51,0.245,0.245,0.375,0.356,0.197
Seq_592,0.483,0.31,0.207,0.419,0.368,0.183
Seq_593,0.455,0.25,0.295,0.341,0.216,0.341
Seq_594,0.458,0.196,0.346,0.359,0.471,0.124
Seq_595,0.508,0.257,0.235,0.432,0.322,0.186
Seq_596,0.536,0.227,0.238,0.365,0.304,0.243
Seq_597,0.502,0.247,0.251,0.393,0.324,0.297
Seq_598,0.454,0.321,0.225,0.45,0.344,0.17
Seq_599,0.494,0.275,0.232,0.451,0.318,0.185
Seq_600,0.42,0.32,0.26,0.46,0.36,0.16
Seq_601,0.523,0.232,0.245,0.411,0.298,0.252
Seq_602,0.575,0.162,0.262,0.275,0.438,0.275
Seq_603,0.523,0.238,0.238,0.384,0.291,0.298
Seq_604,0.529,0.216,0.255,0.392,0.34,0.248
Seq_605,0.481,0.271,0.248,0.43,0.299,0.215
Seq_606,0.459,0.265,0.276,0.467,0.276,0.202
Seq_607,0.441,0.24,0.319,0.465,0.26,0.217
Seq_608,0.523,0.246,0.231,0.362,0.369,0.223
Seq_609,0.39,0.309,0.301,0.432,0.295,0.285
Seq_610,0.5,0.218,0.282,0.5,0.303,0.127
Seq_611,0.449,0.277,0.274,0.403,0.343,0.254
Seq_612,0.494,0.227,0.279,0.409,0.331,0.26
Seq_613,0.447,0.243,0.311,0.388,0.417,0.223
Seq_614,0.515,0.241,0.244,0.45,0.284,0.22
Seq_615,0.433,0.313,0.253,0.425,0.296,0.266
Seq_616,0.421,0.301,0.278,0.488,0.297,0.187
Seq_617,0.531,0.226,0.243,0.463,0.296,0.199
Seq_618,0.529,0.253,0.218,0.379,0.448,0.161
Seq_619,0.423,0.301,0.276,0.472,0.293,0.179
Seq_620,0.443,0.311,0.246,0.484,0.32,0.164
Seq_621,0.443,0.311,0.246,0.484,0.32,0.164
Seq_622,0.385,0.328,0.287,0.475,0.287,0.18
Seq_623,0.495,0.233,0.272,0.408,0.252,0.272
Seq_624,0.438,0.29,0.272,0.346,0.358,0.272
Seq_625,0.513,0.252,0.235,0.429,0.311,0.193
Seq_626,0.431,0.293,0.276,0.513,0.279,0.194
Seq_627,0.5,0.242,0.258,0.458,0.258,0.2
Seq_628,0.579,0.214,0.207,0.4,0.257,0.25
Seq_629,0.572,0.216,0.211,0.403,0.388,0.172
Seq_630,0.413,0.365,0.221,0.49,0.288,0.221
Seq_631,0.453,0.316,0.23,0.438,0.33,0.219
Seq_632,0.41,0.256,0.333,0.397,0.321,0.244
Seq_633,0.452,0.189,0.359,0.446,0.315,0.283
Seq_634,0.456,0.251,0.292,0.363,0.409,0.257
Seq_635,0.436,0.262,0.302,0.432,0.31,0.255
Seq_636,0.45,0.256,0.294,0.483,0.294,0.204
Seq_637,0.612,0.194,0.194,0.388,0.379,0.18
Seq_638,0.369,0.203,0.428,0.285,0.38,0.392
Seq_639,0.484,0.314,0.202,0.408,0.368,0.202
Seq_640,0.491,0.273,0.236,0.436,0.309,0.2
Seq_641,0.39,0.383,0.227,0.596,0.197,0.225
Seq_642,0.417,0.278,0.306,0.479,0.319,0.257
Seq_643,0.479,0.199,0.322,0.473,0.329,0.171
Seq_644,0.514,0.245,0.241,0.422,0.293,0.169
Seq_645,0.474,0.256,0.271,0.481,0.331,0.211
Seq_646,0.736,0.125,0.139,0.347,0.403,0.125
Seq_647,0.479,0.235,0.286,0.412,0.269,0.227
Seq_648,0.436,0.274,0.291,0.385,0.282,0.265
Seq_649,0.54,0.237,0.223,0.46,0.338,0.173
Seq_650,0.347,0.333,0.319,0.448,0.278,0.267
Seq_651,0.746,0.119,0.134,0.373,0.403,0.134
Seq_652,0.43,0.279,0.291,0.402,0.327,0.249
Seq_653,0.63,0.174,0.196,0.348,0.217,0.217
Seq_654,0.521,0.312,0.167,0.469,0.333,0.188
Seq_655,0.5,0.296,0.204,0.415,0.303,0.246
Seq_656,0.387,0.36,0.253,0.387,0.28,0.293
Seq_657,0.563,0.207,0.23,0.348,0.326,0.274
Seq_658,0.521,0.25,0.229,0.414,0.343,0.25
Seq_659,0.568,0.236,0.196,0.459,0.345,0.189
Seq_660,0.565,0.212,0.223,0.404,0.319,0.212
Seq_661,0.541,0.235,0.224,0.435,0.375,0.177
Seq_662,0.451,0.299,0.25,0.353,0.383,0.243
Seq_663,0.488,0.249,0.262,0.427,0.312,0.228
Seq_664,0.468,0.302,0.23,0.425,0.365,0.206
Seq_665,0.457,0.251,0.292,0.368,0.381,0.216
Seq_666,0.501,0.267,0.232,0.445,0.356,0.183
Seq_667,0.486,0.324,0.19,0.305,0.39,0.295
Seq_668,0.521,0.206,0.273,0.382,0.339,0.261
Seq_669,0.433,0.29,0.278,0.414,0.288,0.271
Seq_670,0.537,0.265,0.199,0.456,0.294,0.199
Seq_671,0.363,0.321,0.316,0.386,0.342,0.29
Seq_672,0.398,0.27,0.333,0.414,0.275,0.294
Seq_673,0.495,0.311,0.194,0.437,0.369,0.165
Seq_674,0.478,0.301,0.221,0.381,0.345,0.239
Seq_675,0.523,0.254,0.223,0.446,0.385,0.185
Seq_676,0.406,0.27,0.325,0.393,0.307,0.343
Seq_677,0.519,0.271,0.211,0.331,0.361,0.256
Seq_678,0.423,0.283,0.294,0.41,0.327,0.261
Seq_679,0.48,0.287,0.233,0.34,0.347,0.293
Seq_680,0.454,0.23,0.316,0.388,0.383,0.316
Seq_681,0.454,0.267,0.278,0.432,0.315,0.267
Seq_682,0.477,0.27,0.252,0.414,0.342,0.216
Seq_683,0.433,0.306,0.262,0.447,0.274,0.265
Seq_684,0.514,0.267,0.219,0.384,0.322,0.158
Seq_685,0.453,0.291,0.257,0.413,0.358,0.201
Seq_686,0.447,0.302,0.251,0.425,0.341,0.207
Seq_687,0.443,0.257,0.301,0.432,0.295,0.262
Seq_688,0.529,0.265,0.206,0.441,0.265,0.147
Seq_689,0.428,0.264,0.308,0.383,0.367,0.237
Seq_690,0.421,0.3,0.28,0.428,0.309,0.272
Seq_691,0.42,0.3,0.28,0.429,0.309,0.272
Seq_692,0.484,0.249,0.267,0.422,0.35,0.236
Seq_693,0.413,0.274,0.313,0.448,0.367,0.189
Seq_694,0.479,0.286,0.235,0.394,0.352,0.206
Seq_695,0.458,0.236,0.306,0.431,0.326,0.201
Seq_696,0.531,0.221,0.248,0.434,0.31,0.207
Seq_697,0.411,0.284,0.305,0.448,0.328,0.256
Seq_698,0.618,0.202,0.18,0.371,0.303,0.225
Seq_699,0.565,0.235,0.2,0.404,0.435,0.169
Seq_700,0.403,0.17,0.428,0.258,0.396,0.541
Seq_701,0.463,0.258,0.279,0.472,0.319,0.205
Seq_702,0.504,0.235,0.261,0.378,0.311,0.227
Seq_703,0.631,0.2,0.169,0.369,0.385,0.215
Seq_704,0.591,0.182,0.227,0.379,0.318,0.242
Seq_705,0.451,0.215,0.333,0.382,0.444,0.125
Seq_706,0.464,0.298,0.238,0.381,0.321,0.31
Seq_707,0.47,0.298,0.232,0.438,0.384,0.155
Seq_708,0.527,0.247,0.225,0.456,0.324,0.159
Seq_709,0.412,0.311,0.277,0.453,0.287,0.239
Seq_710,0.491,0.309,0.2,0.345,0.291,0.273
Seq_711,0.59,0.191,0.22,0.526,0.335,0.15
Seq_712,0.528,0.176,0.296,0.392,0.432,0.176
Seq_713,0.455,0.248,0.297,0.442,0.376,0.2
Seq_714,0.583,0.204,0.213,0.398,0.333,0.241
Seq_715,0.574,0.194,0.231,0.389,0.343,0.25
Seq_716,0.538,0.201,0.261,0.492,0.273,0.254
Seq_717,0.568,0.212,0.22,0.398,0.288,0.153
Seq_718,0.451,0.281,0.268,0.479,0.303,0.23
Seq_719,0.516,0.28,0.204,0.363,0.357,0.229
Seq_720,0.47,0.243,0.287,0.417,0.357,0.226
Seq_721,0.551,0.224,0.224,0.423,0.301,0.199
Seq_722,0.505,0.28,0.215,0.387,0.323,0.269
Seq_723,0.433,0.269,0.299,0.373,0.328,0.254
Seq_724,0.348,0.331,0.32,0.388,0.365,0.236
Seq_725,0.571,0.202,0.227,0.412,0.303,0.185
Seq_726,0.425,0.205,0.37,0.416,0.323,0.311
Seq_727,0.507,0.26,0.233,0.438,0.308,0.205
Seq_728,0.471,0.268,0.261,0.43,0.332,0.231
Seq_729,0.417,0.219,0.365,0.354,0.406,0.24
Seq_730,0.423,0.309,0.268,0.398,0.285,0.26
Seq_731,0.485,0.273,0.242,0.402,0.318,0.235
Seq_732,0.541,0.227,0.232,0.433,0.314,0.149
Seq_733,0.648,0.225,0.127,0.352,0.324,0.169
Seq_734,0.472,0.273,0.255,0.411,0.329,0.229
Seq_735,0.418,0.251,0.331,0.367,0.348,0.315
Seq_736,0.483,0.25,0.267,0.483,0.383,0.15
Seq_737,0.488,0.312,0.2,0.438,0.312,0.212
Seq_738,0.399,0.35,0.252,0.423,0.276,0.288
Seq_739,0.48,0.207,0.313,0.423,0.333,0.203
Seq_740,0.431,0.268,0.301,0.394,0.357,0.29
Seq_741,0.49,0.284,0.225,0.373,0.314,0.225
Seq_742,0.556,0.233,0.211,0.459,0.308,0.18
Seq_743,0.526,0.284,0.189,0.421,0.347,0.2
Seq_744,0.472,0.272,0.256,0.411,0.35,0.217
Seq_745,0.503,0.275,0.221,0.537,0.302,0.134
Seq_746,0.529,0.233,0.238,0.386,0.392,0.228
Seq_747,0.508,0.226,0.266,0.444,0.319,0.218
Seq_748,0.56,0.233,0.207,0.44,0.25,0.198
Seq_749,0.534,0.252,0.214,0.351,0.344,0.252
Seq_750,0.548,0.244,0.207,0.341,0.363,0.244
Seq_751,0.418,0.31,0.272,0.435,0.31,0.238
Seq_752,0.504,0.267,0.23,0.415,0.311,0.207
Seq_753,0.537,0.225,0.238,0.426,0.339,0.198
Seq_754,0.549,0.189,0.263,0.4,0.286,0.257
Seq_755,0.55,0.214,0.236,0.469,0.309,0.188
Seq_756,0.365,0.294,0.34,0.42,0.325,0.334
Seq_757,0.381,0.293,0.327,0.51,0.238,0.19
Seq_758,0.533,0.182,0.284,0.4,0.298,0.28
Seq_759,0.524,0.241,0.234,0.366,0.31,0.31
Seq_760,0.476,0.273,0.251,0.483,0.311,0.187
Seq_761,0.532,0.209,0.259,0.502,0.29,0.204
Seq_762,0.445,0.21,0.345,0.428,0.397,0.187
Seq_763,0.429,0.315,0.256,0.434,0.365,0.219
Seq_764,0.476,0.286,0.238,0.5,0.317,0.206
Seq_765,0.432,0.266,0.301,0.479,0.278,0.228
Seq_766,0.431,0.303,0.266,0.431,0.394,0.165
Seq_767,0.441,0.177,0.382,0.266,0.495,0.286
Seq_768,0.463,0.331,0.207,0.339,0.421,0.231
Seq_769,0.535,0.225,0.241,0.468,0.278,0.231
Seq_770,0.426,0.294,0.28,0.441,0.347,0.214
Seq_771,0.459,0.293,0.248,0.444,0.285,0.252
Seq_772,0.471,0.302,0.227,0.431,0.347,0.187
Seq_773,0.503,0.28,0.217,0.497,0.322,0.154
Seq_774,0.36,0.186,0.454,0.423,0.395,0.287
Seq_775,0.433,0.291,0.276,0.404,0.334,0.24
Seq_776,0.46,0.248,0.292,0.453,0.27,0.234
Seq_777,0.516,0.229,0.256,0.438,0.345,0.186
Seq_778,0.485,0.291,0.225,0.432,0.348,0.181
Seq_779,0.435,0.292,0.273,0.432,0.328,0.208
Seq_780,0.476,0.241,0.283,0.479,0.311,0.229
Seq_781,0.384,0.291,0.326,0.419,0.326,0.256
Seq_782,0.443,0.293,0.264,0.467,0.326,0.198
Seq_783,0.368,0.233,0.399,0.321,0.403,0.324
Seq_784,0.439,0.297,0.265,0.426,0.31,0.2
Seq_785,0.399,0.194,0.407,0.419,0.356,0.236
Seq_786,0.343,0.226,0.431,0.343,0.258,0.294
Seq_787,0.384,0.279,0.337,0.407,0.279,0.291
Seq_788,0.416,0.241,0.343,0.504,0.27,0.204
Seq_789,0.466,0.28,0.253,0.419,0.352,0.206
Seq_790,0.468,0.3,0.233,0.419,0.279,0.253
Seq_791,0.465,0.282,0.252,0.445,0.309,0.216
Seq_792,0.587,0.223,0.19,0.562,0.322,0.124
Seq_793,0.433,0.291,0.276,0.373,0.424,0.198
Seq_794,0.416,0.299,0.286,0.455,0.325,0.182
Seq_795,0.52,0.26,0.22,0.449,0.386,0.181
Seq_796,0.515,0.272,0.213,0.427,0.343,0.18
Seq_797,0.449,0.215,0.336,0.38,0.333,0.328
Seq_798,0.442,0.263,0.295,0.415,0.369,0.217
Seq_799,0.526,0.24,0.234,0.505,0.312,0.161
Seq_800,0.531,0.234,0.234,0.484,0.312,0.182
Seq_801,0.525,0.192,0.283,0.333,0.417,0.175
Seq_802,0.421,0.25,0.329,0.5,0.279,0.186
Seq_803,0.457,0.25,0.293,0.448,0.302,0.207
Seq_804,0.551,0.235,0.214,0.429,0.327,0.173
Seq_805,0.456,0.298,0.246,0.448,0.329,0.226
Seq_806,0.465,0.233,0.302,0.419,0.349,0.244
Seq_807,0.596,0.202,0.202,0.382,0.247,0.236
Seq_808,0.513,0.27,0.217,0.414,0.309,0.164
Seq_809,0.438,0.27,0.292,0.453,0.241,0.234
Seq_810,0.513,0.244,0.242,0.402,0.364,0.215
Seq_811,0.436,0.322,0.242,0.479,0.28,0.182
Seq_812,0.5,0.269,0.231,0.463,0.321,0.164
Seq_813,0.524,0.221,0.255,0.4,0.345,0.214
Seq_814,0.432,0.27,0.297,0.481,0.314,0.205
Seq_815,0.478,0.242,0.28,0.42,0.312,0.242
Seq_816,0.548,0.226,0.226,0.419,0.284,0.213
Seq_817,0.384,0.228,0.388,0.396,0.337,0.295
Seq_818,0.441,0.294,0.266,0.486,0.311,0.192
Seq_819,0.5,0.269,0.231,0.397,0.256,0.231
Seq_820,0.436,0.268,0.296,0.413,0.335,0.229
Seq_821,0.514,0.194,0.292,0.389,0.333,0.222
Seq_822,0.51,0.231,0.259,0.381,0.372,0.245
Seq_823,0.433,0.268,0.299,0.376,0.359,0.295
Seq_824,0.429,0.266,0.305,0.401,0.322,0.26
Seq_825,0.5,0.247,0.253,0.393,0.32,0.298
Seq_826,0.433,0.326,0.24,0.476,0.292,0.24
Seq_827,0.491,0.282,0.227,0.4,0.345,0.209
Seq_828,0.404,0.287,0.309,0.425,0.353,0.247
Seq_829,0.543,0.283,0.174,0.514,0.283,0.152
Seq_830,0.41,0.365,0.224,0.397,0.301,0.276
Seq_831,0.358,0.346,0.296,0.45,0.317,0.246
Seq_832,0.614,0.205,0.182,0.375,0.341,0.182
Seq_833,0.602,0.205,0.193,0.375,0.341,0.182
Seq_834,0.437,0.326,0.237,0.468,0.247,0.274
Seq_835,0.429,0.212,0.358,0.424,0.319,0.285
Seq_836,0.421,0.297,0.283,0.434,0.331,0.179
Seq_837,0.44,0.335,0.225,0.45,0.325,0.19
Seq_838,0.523,0.266,0.211,0.462,0.291,0.206
Seq_839,0.345,0.293,0.362,0.397,0.241,0.388
Seq_840,0.393,0.294,0.313,0.412,0.313,0.275
Seq_841,0.436,0.291,0.273,0.414,0.357,0.26
Seq_842,0.459,0.271,0.271,0.365,0.424,0.188
Seq_843,0.439,0.305,0.256,0.512,0.268,0.22
Seq_844,0.433,0.299,0.268,0.382,0.312,0.293
Seq_845,0.567,0.225,0.208,0.375,0.3,0.208
Seq_846,0.352,0.346,0.302,0.421,0.277,0.283
Seq_847,0.53,0.239,0.231,0.403,0.351,0.194
Seq_848,0.44,0.369,0.19,0.417,0.31,0.214
Seq_849,0.448,0.297,0.256,0.401,0.326,0.198
Seq_850,0.537,0.154,0.309,0.376,0.362,0.141
Seq_851,0.438,0.304,0.259,0.438,0.29,0.257
Seq_852,0.341,0.338,0.322,0.442,0.262,0.284
Seq_853,0.49,0.27,0.24,0.431,0.309,0.211
Seq_854,0.439,0.281,0.281,0.298,0.316,0.333
Seq_855,0.433,0.295,0.273,0.407,0.306,0.255
Seq_856,0.459,0.306,0.236,0.363,0.312,0.268
Seq_857,0.464,0.244,0.292,0.44,0.354,0.196
Seq_858,0.495,0.258,0.247,0.32,0.227,0.33
Seq_859,0.478,0.27,0.252,0.421,0.332,0.216
Seq_860,0.483,0.277,0.24,0.456,0.322,0.189
Seq_861,0.514,0.25,0.236,0.486,0.23,0.236
Seq_862,0.6,0.195,0.205,0.405,0.373,0.184
Seq_863,0.454,0.308,0.238,0.492,0.277,0.2
Seq_864,0.463,0.285,0.251,0.431,0.327,0.221
Seq_865,0.446,0.257,0.297,0.396,0.337,0.277
Seq_866,0.54,0.248,0.212,0.381,0.381,0.23
Seq_867,0.474,0.263,0.263,0.314,0.454,0.216
Seq_868,0.445,0.278,0.276,0.435,0.299,0.264
Seq_869,0.46,0.275,0.264,0.392,0.355,0.211
Seq_870,0.543,0.245,0.213,0.362,0.266,0.255
Seq_871,0.531,0.312,0.156,0.398,0.258,0.18
Seq_872,0.521,0.176,0.303,0.406,0.37,0.145
Seq_873,0.512,0.249,0.239,0.439,0.312,0.195
Seq_874,0.572,0.186,0.243,0.399,0.371,0.257
Seq_875,0.424,0.279,0.297,0.391,0.335,0.291
Seq_876,0.476,0.262,0.262,0.439,0.31,0.187
Seq_877,0.489,0.287,0.224,0.456,0.3,0.207
Seq_878,0.523,0.279,0.198,0.387,0.342,0.225
Seq_879,0.427,0.322,0.251,0.445,0.348,0.203
Seq_880,0.481,0.277,0.242,0.426,0.29,0.255
Seq_881,0.494,0.259,0.247,0.395,0.377,0.173
Seq_882,0.416,0.215,0.369,0.292,0.258,0.299
Seq_883,0.404,0.298,0.298,0.456,0.246,0.289
Seq_884,0.5,0.284,0.216,0.386,0.284,0.216
Seq_885,0.5,0.185,0.315,0.374,0.462,0.172
Seq_886,0.5,0.307,0.193,0.409,0.341,0.159
Seq_887,0.423,0.346,0.231,0.469,0.315,0.185
Seq_888,0.484,0.248,0.268,0.431,0.339,0.222
Seq_889,0.462,0.277,0.262,0.369,0.369,0.292
Seq_890,0.439,0.329,0.232,0.439,0.244,0.317
Seq_891,0.344,0.305,0.351,0.445,0.27,0.297
Seq_892,0.575,0.283,0.142,0.368,0.368,0.208
Seq_893,0.511,0.252,0.237,0.452,0.274,0.237
Seq_894,0.464,0.294,0.242,0.444,0.391,0.173
Seq_895,0.454,0.3,0.246,0.477,0.285,0.177
Seq_896,0.554,0.228,0.217,0.342,0.38,0.245
Seq_897,0.488,0.28,0.232,0.488,0.268,0.146
Seq_898,0.411,0.262,0.327,0.46,0.289,0.251
Seq_899,0.53,0.241,0.229,0.44,0.31,0.216
Seq_900,0.588,0.185,0.227,0.483,0.308,0.171
Seq_901,0.49,0.259,0.251,0.434,0.299,0.247
Seq_902,0.482,0.247,0.271,0.434,0.303,0.255
Seq_903,0.451,0.363,0.186,0.422,0.382,0.196
Seq_904,0.476,0.33,0.194,0.476,0.291,0.165
Seq_905,0.356,0.22,0.424,0.379,0.319,0.311
Seq_906,0.508,0.246,0.246,0.452,0.327,0.25
Seq_907,0.416,0.274,0.31,0.383,0.359,0.292
Seq_908,0.513,0.252,0.235,0.445,0.387,0.176
Seq_909,0.549,0.256,0.195,0.432,0.376,0.169
Seq_910,0.596,0.218,0.186,0.385,0.359,0.186
Seq_911,0.5,0.25,0.25,0.442,0.297,0.221
Seq_912,0.484,0.26,0.256,0.437,0.296,0.271
Seq_913,0.339,0.322,0.339,0.347,0.264,0.38
Seq_914,0.478,0.276,0.246,0.361,0.342,0.284
Seq_915,0.455,0.202,0.344,0.316,0.379,0.316
Seq_916,0.378,0.298,0.324,0.389,0.337,0.301
Seq_917,0.468,0.243,0.289,0.4,0.343,0.283
Seq_918,0.422,0.323,0.255,0.463,0.339,0.214
Seq_919,0.408,0.298,0.295,0.414,0.345,0.235
Seq_920,0.514,0.257,0.229,0.453,0.328,0.192
Seq_921,0.511,0.257,0.232,0.451,0.32,0.194
Seq_922,0.591,0.189,0.219,0.395,0.404,0.189
Seq_923,0.452,0.295,0.253,0.432,0.326,0.218
Seq_924,0.427,0.27,0.303,0.435,0.322,0.227
Seq_925,0.433,0.299,0.269,0.507,0.373,0.119
Seq_926,0.452,0.232,0.316,0.384,0.343,0.283
