ID,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
Seq_480,0.245,-0.264,-0.451,-0.296,0.131
Seq_481,0.244,-0.428,-0.584,-0.184,0.141
Seq_482,0.152,-0.459,-0.529,-0.16,0.103
Seq_483,0.146,-0.445,-0.508,-0.148,0.111
Seq_484,0.463,-0.598,-0.751,-0.176,0.198
Seq_485,0.603,-0.449,-0.921,-0.124,0.084
Seq_486,0.074,-0.312,-0.72,0.001,0.113
Seq_487,-0.001,-0.26,-0.57,-0.165,0.12
Seq_488,0.24,-0.137,-0.438,-0.278,0.146
Seq_489,0.361,-0.205,-0.463,-0.145,0.116
Seq_490,0.464,-0.227,-0.684,-0.13,0.155
Seq_491,1.01,-0.211,-0.675,-0.173,0.133
Seq_492,0.261,-0.302,-0.866,0.007,0.217
Seq_493,0.47,-0.353,-0.678,-0.309,0.142
Seq_494,1.039,0.033,-0.411,-0.261,0.109
Seq_495,1.166,-0.488,-0.175,-0.419,-0.07
Seq_496,0.388,-0.768,-0.465,-0.893,0.123
Seq_497,0.239,-0.661,-0.327,-0.265,0.349
Seq_498,0.444,-0.273,-0.682,0.101,0.155
Seq_499,-0.008,-0.149,-0.342,-0.294,0.117
Seq_500,0.077,-0.768,-0.17,-0.556,0.081
Seq_501,0.969,-0.385,-0.203,-0.659,0.193
Seq_502,0.537,-0.682,-0.073,-0.541,0.119
Seq_503,0.19,-0.651,-0.401,-0.351,0.126
Seq_504,0.087,-0.734,-0.522,-0.093,0.155
Seq_505,0.652,-0.774,-0.623,-0.237,0.296
Seq_506,0.216,-0.431,-0.389,-0.508,0.14
Seq_507,0.553,-0.375,-0.056,-0.137,0.269
Seq_508,0.165,-0.463,0.09,-0.17,0.402
Seq_509,0.102,-0.586,-0.261,-0.194,0.278
Seq_510,0.627,-0.761,-0.441,-0.234,0.143
Seq_511,0.184,-0.401,-0.447,-0.159,0.213
Seq_512,0.349,-0.359,-0.341,-0.477,0.034
Seq_513,0.411,-0.474,-0.364,-0.544,0.202
Seq_514,0.2,-0.443,-0.307,-0.359,0.206
Seq_515,0.239,-0.653,-0.368,-0.448,0.187
Seq_516,0.244,-0.05,-0.21,-0.048,0.038
Seq_517,0.382,-0.463,-0.658,-0.353,0.131
Seq_518,0.407,-0.443,-0.509,-0.274,0.045
Seq_519,0.421,-0.425,-0.551,-0.275,0.054
Seq_520,0.378,-0.503,-0.569,-0.042,0.212
Seq_521,0.527,-0.585,-0.578,-0.12,0.174
Seq_522,0.099,-0.628,-0.462,-0.487,0.165
Seq_523,0.1,-0.63,-0.465,-0.497,0.163
Seq_524,0.164,-0.46,-0.553,0.087,0.264
Seq_525,-0.061,-0.389,-0.224,-0.191,0.284
Seq_526,0.654,-0.262,-0.289,0.151,-0.167
Seq_527,0.193,-0.109,-0.741,0.085,0.092
Seq_528,0.032,-0.713,-0.537,-0.341,0.197
Seq_529,0.904,-0.368,-0.708,0.06,0.16
Seq_530,0.13,-0.349,-0.495,-0.32,0.152
Seq_531,0.054,-0.728,-0.478,-0.339,0.295
Seq_532,0.422,-0.414,-0.548,-0.277,0.058
Seq_533,0.093,-0.604,-0.1,-0.259,0.232
Seq_534,0.594,-0.561,-0.54,-0.1,0.099
Seq_535,0.029,-0.82,-0.56,-0.6,0.271
Seq_536,-0.066,-0.695,-0.475,-0.465,0.136
Seq_537,0.542,-0.196,-0.727,-0.205,0.206
Seq_538,0.582,-0.54,-0.283,-0.493,0.073
Seq_539,0.13,-0.599,-0.215,-0.427,0.219
Seq_540,0.289,-0.43,-0.307,-0.372,0.101
Seq_541,0.187,-0.241,-0.42,-0.163,0.304
Seq_542,0.248,-0.483,-0.205,-0.381,0.229
Seq_543,0.23,-0.272,-0.337,-0.3,0.103
Seq_544,0.304,-0.398,-0.329,-0.395,0.143
Seq_545,0.331,-0.446,-1.147,-0.213,0.2
Seq_546,-0.02,-0.163,-0.435,-0.393,-0.037
Seq_547,0.087,-0.314,-0.398,-0.318,0.178
Seq_548,0.474,-0.602,-0.929,-0.468,0.052
Seq_549,0.331,-0.27,-0.192,-0.406,0.098
Seq_550,0.056,-0.472,-0.251,-0.515,0.136
Seq_551,0.134,-0.353,-0.309,-0.467,0.013
Seq_552,0.4,-0.76,-1.005,-0.469,0.072
Seq_553,0.088,-0.319,-0.648,-0.215,0.023
Seq_554,0.635,-0.555,-0.848,-0.477,0.115
Seq_555,0.07,-0.601,-0.571,-0.466,0.23
Seq_556,0.187,-0.296,-0.281,-0.435,0.086
Seq_557,0.323,-0.408,-0.752,-0.149,0.179
Seq_558,0.213,-0.256,-0.267,-0.434,0.118
Seq_559,-0.331,-0.871,-0.167,-0.521,0.274
Seq_560,0.862,-0.716,-0.098,-0.432,-0.101
Seq_561,0.15,-0.293,-0.462,-0.475,0.111
Seq_562,0.477,-0.225,-0.107,-0.525,0.107
Seq_563,0.16,-1.152,-0.168,-0.554,0.343
Seq_564,0.752,-0.224,-0.186,-0.002,0.075
Seq_565,-0.209,-0.746,-0.117,-0.488,0.321
Seq_566,0.365,-0.414,-0.664,-0.188,0.147
Seq_567,0.618,-0.365,-0.202,-0.498,-0.008
Seq_568,0.205,-0.336,-0.21,-0.389,-0.067
Seq_569,0.385,-0.376,-0.313,-0.4,0.126
Seq_570,0.117,-0.651,-0.082,-0.291,0.172
Seq_571,0.756,-0.238,-0.605,-0.4,0.161
Seq_572,0.472,-0.528,-0.693,-0.218,0.276
Seq_573,0.038,-0.678,-0.454,-0.531,0.328
Seq_574,0.246,-0.561,-0.349,-0.829,0.079
Seq_575,0.282,-0.238,-0.38,-0.379,0.057
Seq_576,0.559,-0.375,-0.269,-0.266,0.14
Seq_577,0.144,-0.452,-0.458,-0.481,0.267
Seq_578,0.441,-0.722,-0.768,-0.449,0.021
Seq_579,-0.013,-0.492,-0.211,-0.419,0.081
Seq_580,0.208,-0.627,-0.476,-0.341,0.192
Seq_581,0.134,-0.156,-0.432,-0.384,0.044
Seq_582,-0.003,-0.338,-0.464,-0.336,0.136
Seq_583,0.168,-0.42,-0.343,-0.389,0.202
Seq_584,0.3,-0.494,-0.083,-0.377,0.175
Seq_585,0.23,-0.353,-0.689,-0.356,0.223
Seq_586,0.249,-0.341,-0.551,-0.217,0.214
Seq_587,0.023,-0.417,-0.189,-0.396,0.052
Seq_588,0.025,-0.495,-0.181,-0.395,0.047
Seq_589,0.389,-0.106,-0.818,-0.218,0.211
Seq_590,0.395,-0.328,0.027,-0.302,0.214
Seq_591,0.041,-0.197,-0.548,-0.075,0.058
Seq_592,0.638,-0.199,-0.699,-0.118,0.006
Seq_593,-0.023,-0.202,-0.653,-0.396,0.052
Seq_594,1.088,-0.294,-0.38,0.276,-0.111
Seq_595,1.06,-0.224,-0.252,-0.659,-0.022
Seq_596,0.528,-0.423,-0.606,-0.138,0.094
Seq_597,0.341,-0.178,-0.767,-0.129,0.096
Seq_598,0.055,-0.336,-0.319,-0.184,0.215
Seq_599,0.062,-0.446,-0.652,-0.403,0.068
Seq_600,0.307,-0.543,-0.663,-0.243,0.18
Seq_601,0.454,-0.168,-0.173,0.265,-0.27
Seq_602,0.125,-0.32,-0.687,-0.075,0.277
Seq_603,0.866,-0.013,-0.685,0.347,0.239
Seq_604,0.14,-0.379,-0.655,-0.038,0.273
Seq_605,0.063,-0.273,-0.715,-0.022,0.239
Seq_606,0.382,-0.256,-0.428,0.047,0.046
Seq_607,0.516,-0.622,-0.577,-0.024,0.114
Seq_608,0.516,-0.674,-0.56,-0.172,0.158
Seq_609,0.436,-0.296,-0.749,-0.249,0.146
Seq_610,0.048,-0.516,-0.181,-0.418,0.105
Seq_611,0.387,-0.49,-0.575,-0.037,0.102
Seq_612,0.074,-0.335,-0.399,-0.341,0.183
Seq_613,0.428,-0.58,-0.22,-0.518,0.184
Seq_614,0.539,-0.699,-0.58,-0.22,0.193
Seq_615,0.082,-0.328,-0.422,-0.215,0.168
Seq_616,-0.081,-0.349,-0.403,-0.339,0.026
Seq_617,0.378,-0.902,-0.539,-0.429,0.115
Seq_618,0.2,-0.458,-0.428,-0.323,0.223
Seq_619,0.293,-0.088,-0.697,-0.152,0.082
Seq_620,0.211,-0.698,-0.653,-0.311,0.078
Seq_621,0.168,-0.736,-0.597,-0.409,0.174
Seq_622,0.179,-0.744,-0.595,-0.409,0.172
Seq_623,0.389,-0.838,-0.592,-0.485,0.096
Seq_624,0.474,-0.334,-0.354,-0.174,0.204
Seq_625,0.226,-0.011,-0.403,-0.208,0.064
Seq_626,0.596,-0.56,-0.62,-0.336,0.19
Seq_627,0.016,-0.754,-0.516,-0.393,0.181
Seq_628,0.589,-0.656,-0.535,-0.335,0.213
Seq_629,0.541,-0.505,-0.729,-0.224,0.28
Seq_630,0.288,-0.187,-0.614,-0.317,0.183
Seq_631,-0.169,-0.511,-0.529,-0.209,0.152
Seq_632,0.025,-0.364,-0.405,-0.45,0.128
Seq_633,0.363,-0.318,-0.276,-0.438,-0.087
Seq_634,0.425,-0.854,-0.037,-0.401,0.266
Seq_635,0.125,-0.203,-0.273,-0.49,0.06
Seq_636,-0.161,-0.24,-0.277,-0.436,0.073
Seq_637,0.386,-0.831,-0.488,-0.17,0.137
Seq_638,0.565,-0.248,-0.744,-0.107,0.287
Seq_639,0.414,-0.276,-0.035,-0.498,0.22
Seq_640,0.067,-0.272,-0.512,-0.497,0.02
Seq_641,0.257,-0.809,-0.921,-0.324,0.192
Seq_642,-0.876,-0.934,-0.441,-0.379,0.133
Seq_643,0.067,-0.953,-0.256,-0.376,0.255
Seq_644,0.608,-0.862,-0.542,-0.398,0.075
Seq_645,0.563,-0.332,-0.814,-0.146,0.183
Seq_646,0.08,-0.804,-0.301,-0.408,0.266
Seq_647,0.531,-0.046,-1.122,-0.305,0.224
Seq_648,0.469,-0.601,-0.833,-0.18,0.073
Seq_649,0.372,-0.602,-0.767,-0.249,0.053
Seq_650,0.071,-0.391,-0.43,-0.464,0.242
Seq_651,-0.016,-0.48,-0.196,-0.479,0.031
Seq_652,0.637,-0.202,-0.79,-0.268,0.305
Seq_653,0.25,-0.312,-0.275,-0.397,0.093
Seq_654,0.926,-0.076,-1.12,0.38,0.115
Seq_655,0.049,-0.585,-0.765,-0.131,0.177
Seq_656,0.3,-0.484,-0.616,-0.119,0.117
Seq_657,0.738,-0.633,-0.35,-0.236,-0.075
Seq_658,0.484,-0.289,-0.786,0.003,0.252
Seq_659,0.032,-0.428,-0.672,-0.025,0.226
Seq_660,-0.009,-0.651,-0.702,-0.496,0.309
Seq_661,0.444,-0.466,-0.54,-0.522,0.187
Seq_662,0.199,-0.634,-0.664,-0.466,0.203
Seq_663,0.316,-0.138,-0.468,-0.335,0.023
Seq_664,0.28,-0.339,-0.212,-0.322,0.103
Seq_665,0.051,-0.418,-0.484,-0.46,0.13
Seq_666,0.327,-0.164,-0.314,-0.501,0.043
Seq_667,0.011,-0.32,-0.477,-0.41,0.122
Seq_668,0.09,0.037,-0.58,-0.385,-0.015
Seq_669,0.319,-0.183,-0.423,-0.027,0.194
Seq_670,0.124,-0.355,-0.29,-0.43,0.098
Seq_671,0.118,-0.536,-0.745,-0.04,0.164
Seq_672,-0.112,-0.24,-0.329,-0.394,-0.003
Seq_673,0.412,-0.563,-0.118,-0.445,0.034
Seq_674,0.296,-0.565,-0.496,-0.424,-0.005
Seq_675,0.307,-0.129,-0.533,-0.063,0.062
Seq_676,0.333,-0.765,-0.48,-0.563,0.259
Seq_677,0.282,-0.518,-0.008,-0.365,0.221
Seq_678,0.552,-0.257,-0.79,0.021,0.037
Seq_679,0.153,-0.42,-0.221,-0.348,0.014
Seq_680,0.436,-0.384,-0.626,-0.181,0.075
Seq_681,-0.102,-0.314,-0.114,-0.366,0.301
Seq_682,-0.123,-0.457,-0.272,-0.343,0.171
Seq_683,0.064,-0.267,-0.406,-0.31,0.09
Seq_684,0.018,-0.575,-0.359,-0.321,0.057
Seq_685,0.624,-0.13,-0.872,-0.272,0.144
Seq_686,0.147,-0.469,-0.55,-0.471,0.058
Seq_687,0.109,-0.52,-0.56,-0.422,0.112
Seq_688,0.044,-0.352,-0.31,-0.287,0.202
Seq_689,0.68,-0.779,-0.87,-0.483,-0.073
Seq_690,0.473,-0.378,-0.302,-0.535,0.095
Seq_691,0.113,-0.498,-0.223,-0.373,0.125
Seq_692,0.111,-0.501,-0.224,-0.37,0.122
Seq_693,0.216,-0.466,-0.28,-0.412,0.175
Seq_694,0.125,-0.584,-0.333,-0.698,0.237
Seq_695,0.349,-0.373,-0.457,-0.59,0.065
Seq_696,0.456,-0.518,-0.465,-0.385,0.177
Seq_697,0.409,-0.461,-0.576,-0.109,0.188
Seq_698,0.052,-0.515,-0.307,-0.188,0.106
Seq_699,0.355,-0.189,-0.906,-0.102,0.165
Seq_700,0.21,-0.294,-0.726,-0.219,0.279
Seq_701,-0.192,-0.33,0.308,0.33,0.356
Seq_702,0.259,-0.683,-0.447,-0.315,0.228
Seq_703,0.688,-0.156,-0.521,0.092,0.168
Seq_704,0.404,-0.322,-0.963,0.224,0.18
Seq_705,0.57,-0.476,-0.81,0.364,0.063
Seq_706,0.852,-0.22,-0.335,-0.548,0.043
Seq_707,0.361,-0.458,-0.28,-0.068,0.037
Seq_708,0.076,-0.281,-0.595,-0.396,0.083
Seq_709,-0.022,-0.308,-0.644,-0.354,0.147
Seq_710,-0.125,-0.495,-0.535,-0.432,0.113
Seq_711,0.521,0.056,-0.407,0.25,-0.247
Seq_712,-0.138,-0.811,-0.514,-0.525,0.326
Seq_713,0.655,-0.426,-0.568,-0.178,0.292
Seq_714,0.303,-0.666,-0.44,-0.454,0.273
Seq_715,0.382,-0.465,-0.703,-0.108,0.367
Seq_716,0.51,-0.416,-0.562,-0.014,0.34
Seq_717,-0.188,-0.538,-0.319,-0.238,0.376
Seq_718,0.635,0.092,-0.79,0.089,0.071
Seq_719,-0.027,-0.7,-0.27,-0.483,0.211
Seq_720,0.529,-0.122,-0.445,-0.169,0.008
Seq_721,0.52,-0.758,-0.634,-0.248,0.256
Seq_722,0.41,-0.392,-0.613,-0.235,0.181
Seq_723,0.317,-0.445,-0.69,-0.05,0.067
Seq_724,1.178,-0.546,0.122,-0.576,-0.134
Seq_725,0.519,-0.524,-0.217,-0.764,0.059
Seq_726,0.386,-0.234,-0.738,0.017,0.091
Seq_727,0.369,-0.692,0.018,-0.501,0.304
Seq_728,0.216,-0.484,-0.677,-0.213,0.183
Seq_729,0.126,-0.417,-0.306,-0.402,0.154
Seq_730,0.869,-0.477,-0.394,-0.38,0.215
Seq_731,0.37,-0.545,-0.797,-0.102,0.124
Seq_732,0.536,-0.569,-0.814,-0.028,0.178
Seq_733,0.363,-0.235,-0.822,-0.167,0.167
Seq_734,0.807,0.063,-0.936,0.056,0.121
Seq_735,0.262,-0.266,-0.292,-0.327,0.034
Seq_736,0.29,-0.437,-0.192,-0.46,0.218
Seq_737,0.446,-0.821,-0.132,-0.885,0.34
Seq_738,-0.034,-0.47,-0.73,-0.431,0.116
Seq_739,-0.119,-0.563,-0.431,-0.661,0.132
Seq_740,0.76,-0.616,-0.287,-0.595,0.35
Seq_741,0.302,-0.341,0.004,-0.179,0.027
Seq_742,0.395,-0.382,-0.784,-0.364,0.212
Seq_743,0.432,-0.782,-0.73,-0.323,0.159
Seq_744,0.303,-0.477,-0.56,-0.442,0.11
Seq_745,0.052,-0.467,-0.598,-0.398,0.146
Seq_746,0.211,-0.895,-0.478,-0.58,0.215
Seq_747,0.569,-0.587,-0.529,-0.236,0.089
Seq_748,0.068,-0.53,-0.385,-0.448,0.241
Seq_749,0.48,-0.62,-0.829,-0.218,0.212
Seq_750,0.563,-0.207,-0.368,-0.336,0.116
Seq_751,0.639,-0.193,-0.361,-0.416,0.106
Seq_752,-0.147,-0.367,-0.481,-0.417,0.097
Seq_753,0.361,-0.472,-0.696,-0.21,0.133
Seq_754,0.331,-0.443,-0.491,-0.477,0.186
Seq_755,0.177,-0.285,-0.52,-0.177,0.208
Seq_756,0.049,-0.367,-0.46,-0.342,0.25
Seq_757,-0.213,-0.66,-0.214,-0.388,0.308
Seq_758,0.244,-0.476,-0.075,-0.238,-0.143
Seq_759,0.474,-0.388,-0.335,-0.02,0.289
Seq_760,0.285,-0.463,-0.579,-0.143,0.137
Seq_761,0.03,-0.543,-0.403,-0.405,0.147
Seq_762,-0.084,-0.567,-0.376,-0.381,0.32
Seq_763,0.595,-0.712,-0.062,-1.001,0.337
Seq_764,0.045,-0.375,-0.29,-0.414,0.088
Seq_765,-0.177,-0.743,-0.331,-0.497,0.302
Seq_766,0.22,-0.835,-0.509,-0.342,0.201
Seq_767,0.161,-0.384,-0.424,-0.554,0.035
Seq_768,0.814,-0.145,-0.037,-0.703,0.192
Seq_769,0.345,-0.445,-0.816,-0.56,0.117
Seq_770,0.036,-0.537,-0.359,-0.382,0.315
Seq_771,0.036,-0.44,-0.363,-0.437,0.154
Seq_772,0.113,-0.383,-0.298,-0.213,0.142
Seq_773,0.311,-0.548,-0.558,-0.546,0.158
Seq_774,0.204,-0.911,-0.58,-0.724,0.173
Seq_775,0.452,-0.803,0.022,-0.36,0.328
Seq_776,0.279,-0.254,-0.262,-0.37,0.06
Seq_777,0.533,-0.722,-0.507,-0.196,0.223
Seq_778,0.265,-0.492,-0.39,-0.456,0.2
Seq_779,0.317,-0.531,-0.576,-0.551,0.154
Seq_780,0.231,-0.481,-0.36,-0.434,0.07
Seq_781,-0.063,-0.711,-0.326,-0.446,0.269
Seq_782,0.077,-0.402,-0.236,-0.528,-0.042
Seq_783,0.179,-0.575,-0.293,-0.516,0.102
Seq_784,0.419,-0.234,-0.149,-0.331,0.215
Seq_785,0.346,-0.329,-0.581,-0.163,0.01
Seq_786,0.745,-0.651,-0.13,-0.418,0.189
Seq_787,1.033,-0.269,-0.306,-0.245,0.069
Seq_788,0.24,-0.656,-0.284,-0.685,-0.006
Seq_789,0.217,-0.814,-0.314,-0.242,0.112
Seq_790,0.309,-0.416,-0.367,-0.552,0.129
Seq_791,0.374,-0.412,-0.57,-0.064,0.108
Seq_792,0.106,-0.522,-0.484,-0.411,0.129
Seq_793,0.242,-1.19,-0.35,-0.677,0.383
Seq_794,0.274,-0.058,-0.35,-0.498,0.031
Seq_795,0.081,-0.641,-0.577,-0.56,0.081
Seq_796,0.337,-0.776,-0.507,-0.582,0.275
Seq_797,0.252,-0.19,-0.611,-0.105,0.101
Seq_798,0.474,-0.483,0.015,-0.37,0.229
Seq_799,0.093,-0.371,-0.415,-0.357,0.111
Seq_800,0.149,-0.777,-0.58,-0.411,0.329
Seq_801,0.209,-0.69,-0.535,-0.355,0.353
Seq_802,1.068,-0.31,-0.515,-0.701,0.224
Seq_803,0.337,-0.783,-0.433,-0.202,0.106
Seq_804,0.571,-0.802,-0.476,-0.603,0.221
Seq_805,0.415,-0.569,-0.95,-0.212,0.175
Seq_806,0.127,-0.497,-0.28,-0.555,0.208
Seq_807,-0.008,-0.521,-0.255,-0.522,-0.1
Seq_808,0.589,-0.286,-0.796,-0.173,0.176
Seq_809,0.451,-0.255,-0.9,-0.118,0.092
Seq_810,0.616,-0.837,-0.517,-0.313,0.198
Seq_811,0.272,-0.326,-0.431,-0.456,0.186
Seq_812,0.13,-0.587,-0.595,-0.348,0.018
Seq_813,0.448,-0.605,-0.708,-0.201,0.073
Seq_814,0.256,-0.396,-0.649,-0.235,0.204
Seq_815,0.291,-0.887,-0.533,-0.362,0.219
Seq_816,0.194,-0.506,-0.403,-0.481,0.189
Seq_817,0.467,-0.461,-0.728,-0.13,0.192
Seq_818,0.426,-0.447,-0.032,-0.295,0.127
Seq_819,0.274,-0.842,-0.511,-0.39,0.173
Seq_820,0.535,-0.262,-0.721,-0.004,0.014
Seq_821,0.506,-0.723,-0.585,-0.468,0.108
Seq_822,0.724,-0.263,-0.478,0.013,-0.041
Seq_823,0.219,-0.306,-0.416,-0.461,0.171
Seq_824,0.308,-0.531,-0.242,-0.439,0.096
Seq_825,0.483,-0.57,-0.261,-0.585,0.164
Seq_826,-0.106,-0.151,-0.334,-0.085,0.216
Seq_827,-0.247,-0.438,-0.222,-0.255,0.066
Seq_828,0.158,-0.221,-0.588,-0.301,0.055
Seq_829,0.038,-0.631,-0.375,-0.625,0.208
Seq_830,0.057,-0.671,-0.731,-0.169,0.283
Seq_831,0.191,-0.379,-0.637,-0.057,0.052
Seq_832,0.036,-0.55,-0.168,-0.542,0.048
Seq_833,0.458,-0.226,-1.05,-0.094,0.25
Seq_834,0.478,-0.246,-1.053,-0.102,0.231
Seq_835,0.082,-0.85,-0.415,-0.495,0.214
Seq_836,0.333,-0.639,-0.096,-0.456,0.238
Seq_837,0.468,-0.52,-0.408,-0.595,0.06
Seq_838,0.245,-0.477,-0.491,-0.285,0.025
Seq_839,0.144,-0.487,-0.648,-0.133,0.216
Seq_840,0.411,-0.905,-0.198,-0.378,0.317
Seq_841,0.091,-0.411,-0.211,-0.407,0.104
Seq_842,-0.212,-0.246,-0.386,-0.32,0.128
Seq_843,0.72,-0.369,-0.235,-0.659,0.127
Seq_844,0.065,-1.205,-0.504,-0.579,0.294
Seq_845,0.156,-0.364,-0.242,-0.56,0.112
Seq_846,0.567,-0.386,-0.744,-0.404,0.102
Seq_847,0.089,-0.505,-0.279,-0.615,0.138
Seq_848,0.358,-0.341,-0.709,-0.188,0.254
Seq_849,0.248,-0.476,-0.753,-0.257,0.005
Seq_850,0.478,-0.35,-0.552,-0.279,-0.079
Seq_851,1.226,-0.272,-0.519,-0.418,0.186
Seq_852,0.104,-0.612,-0.376,-0.427,0.087
Seq_853,0.179,-0.585,-0.23,-0.396,0.022
Seq_854,0.316,-0.428,-0.468,-0.297,0.118
Seq_855,1.387,-0.499,-0.3,-0.051,-0.175
Seq_856,0.132,-0.331,-0.415,-0.331,0.078
Seq_857,0.463,-0.244,-0.697,-0.017,0.015
Seq_858,0.41,-0.717,-0.551,-0.369,0.153
Seq_859,1.049,-0.215,-0.619,0.31,-0.066
Seq_860,0.103,-0.394,-0.473,-0.395,0.055
Seq_861,0.191,-0.477,-0.422,-0.463,0.098
Seq_862,0.2,-0.804,-0.485,-0.427,0.084
Seq_863,0.365,-0.37,-0.616,-0.466,0.266
Seq_864,-0.139,-0.544,-0.561,-0.329,0.103
Seq_865,0.182,-0.477,-0.374,-0.44,0.112
Seq_866,0.036,-0.54,-0.486,-0.316,0.204
Seq_867,0.355,-0.405,-0.496,-0.422,0.135
Seq_868,0.56,-0.003,-0.396,-0.362,0.008
Seq_869,-0.09,-0.38,-0.193,-0.397,0.146
Seq_870,0.549,-0.439,-0.565,-0.385,0.121
Seq_871,0.975,-0.315,-0.605,0.29,-0.045
Seq_872,0.211,0.151,-0.926,0.047,0.01
Seq_873,1.291,-0.596,-0.366,-0.637,0.176
Seq_874,0.504,-0.509,-0.561,-0.249,0.164
Seq_875,0.23,-0.577,-0.333,-0.455,0.426
Seq_876,0.281,-0.556,-0.235,-0.48,0.185
Seq_877,0.222,-0.429,-0.53,-0.388,0.131
Seq_878,0.186,-0.63,-0.576,-0.419,0.171
Seq_879,0.15,-0.297,-0.651,-0.345,0.103
Seq_880,0.055,-0.461,-0.541,-0.433,0.129
Seq_881,0.097,-0.194,-0.329,-0.202,0.107
Seq_882,0.689,-0.309,-0.501,-0.466,-0.043
Seq_883,1.209,-0.001,-0.426,-0.194,-0.001
Seq_884,-0.087,-0.755,-0.402,-0.43,0.302
Seq_885,0.491,-0.093,-0.752,-0.024,0.132
Seq_886,1.061,-0.612,-0.278,-0.758,0.186
Seq_887,0.195,-0.133,-0.792,-0.28,0.089
Seq_888,-0.089,-0.462,-0.601,-0.29,-0.037
Seq_889,0.163,-0.597,-0.349,-0.394,0.096
Seq_890,0.106,-0.4,-0.452,-0.303,0.164
Seq_891,0.204,-0.804,-0.295,-0.297,0.096
Seq_892,0.087,-0.64,-0.14,-0.416,0.166
Seq_893,0.719,-0.348,-0.835,0.108,0.002
Seq_894,0.181,-0.489,-0.436,-0.167,0.086
Seq_895,-0.083,-0.403,-0.558,-0.479,0.091
Seq_896,0.027,-0.42,-0.566,-0.184,0.013
Seq_897,0.487,-0.165,-0.597,-0.055,0.082
Seq_898,0.39,-0.439,-0.595,-0.219,0.143
Seq_899,0.121,-0.693,-0.265,-0.467,0.138
Seq_900,0.061,-0.295,-0.48,-0.329,0.18
Seq_901,0.03,-0.46,-0.637,-0.247,0.318
Seq_902,0.009,-0.314,-0.426,-0.087,0.135
Seq_903,0.011,-0.34,-0.398,-0.083,0.164
Seq_904,0.381,-0.735,-0.754,-0.416,0.038
Seq_905,0.363,-0.653,-0.745,-0.281,0.053
Seq_906,0.435,-0.4,-0.007,-0.33,0.036
Seq_907,0.018,-0.649,-0.248,-0.444,0.279
Seq_908,0.181,-0.488,-0.227,-0.454,0.201
Seq_909,0.186,-0.639,-0.503,-0.588,0.143
Seq_910,0.245,-0.416,-0.772,-0.124,0.248
Seq_911,0.703,-0.264,-0.767,0.044,0.237
Seq_912,0.25,-0.475,-0.572,-0.17,0.249
Seq_913,-0.06,-0.434,-0.453,-0.215,0.232
Seq_914,0.338,-0.575,-0.167,-0.428,-0.006
Seq_915,0.692,-0.217,-0.172,-0.1,-0.036
Seq_916,0.842,-0.363,-0.171,-0.343,0.091
Seq_917,0.259,-0.432,-0.111,-0.355,0.018
Seq_918,0.122,-0.387,-0.329,-0.286,0.265
Seq_919,-0.141,-0.553,-0.507,-0.492,0.112
Seq_920,0.094,-0.44,-0.344,-0.55,0.031
Seq_921,0.156,-0.544,-0.524,-0.47,0.204
Seq_922,0.175,-0.537,-0.526,-0.465,0.194
Seq_923,0.336,-0.391,-0.572,-0.59,0.301
Seq_924,0.192,-0.439,-0.391,-0.425,0.067
Seq_925,0.296,-0.62,-0.335,-0.563,0.153
Seq_926,0.361,-0.66,-0.249,-0.687,-0.0
Seq_927,0.365,-0.421,-0.234,-0.386,0.171
Seq_928,0.275,-0.388,-0.315,-0.511,0.054
Seq_929,0.032,-0.429,-0.469,-0.35,0.269
Seq_930,0.199,-0.395,-0.331,-0.414,0.107
Seq_931,0.529,-0.581,-0.052,-0.464,0.009
Seq_932,0.194,-0.441,-0.177,-0.468,0.181
Seq_933,-0.066,-0.692,-0.16,-0.329,0.131
Seq_934,0.464,-0.363,-0.253,-0.197,0.068
Seq_935,0.269,-0.258,-0.341,-0.325,0.279
Seq_936,-0.129,0.012,-0.358,-0.477,-0.033
Seq_937,0.28,-0.417,-0.18,-0.409,0.035
Seq_938,0.171,-1.054,-0.148,-0.806,0.119
Seq_939,0.281,-0.476,-0.238,-0.373,0.041
Seq_940,0.511,-0.764,-0.088,-0.509,0.012
Seq_941,0.302,-0.806,-0.052,-0.378,0.09
Seq_942,0.462,-0.781,-0.18,-0.443,0.106
Seq_943,0.217,-0.591,-0.069,-0.584,0.163
Seq_944,0.205,-0.611,-0.081,-0.59,0.168
Seq_945,0.212,-0.595,-0.073,-0.541,0.158
Seq_946,0.203,-0.603,-0.104,-0.526,0.159
Seq_947,0.23,-0.611,-0.085,-0.562,0.156
Seq_948,-0.24,-0.823,-0.057,-0.613,0.226
Seq_949,0.162,-0.586,-0.076,-0.4,0.101
Seq_950,0.384,-0.789,-0.015,-0.676,0.021
Seq_951,-0.563,-0.658,-0.45,-0.244,0.278
Seq_952,0.26,-0.811,0.008,-0.566,0.301
Seq_953,0.224,-0.263,-0.024,-0.312,-0.01
Seq_954,0.45,-0.503,0.325,-0.237,-0.075
Seq_955,0.559,-0.325,-0.288,-0.239,0.202
Seq_956,0.454,-0.566,-0.234,-0.527,0.329
Seq_957,0.029,-0.805,-0.208,-0.397,0.145
Seq_958,0.009,-0.618,-0.151,-0.385,0.15
Seq_959,0.127,-0.491,-0.052,-0.391,0.128
